"Stock","Client Name","Client Category","Action*","Reported To/By Exchange","Quantity","Post Transaction Holding","Traded %","Avg. Price","Value","Period","Regulation (Insider/SAST)","Security Type","Mode"
"Nikita Greentech Recycling","Antara Rakesh","Promoter","Acquisition","2026-08-19","37200","620690","-","","-","13 Aug 2026  13 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"IRIS Clothings","Stellar IR Advisors Private Limited","","Sale","2026-08-19","6396255","25541171","-","","-","29 Jul 2025  11 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Aakash Exploration ","Pravin Varshibhai  Haria","Promoter","Acquisition","2026-08-19","7277950","7277950","-","","-","10 Aug 2026  10 Aug 2026","SAST (Reg29(1))","Equity shares","Others"
"Ganga Forging","PINE OAK GLOBAL FUND","","Sale","2026-08-19","19239770","1534739","-","","-","07 Aug 2026  14 Aug 2026","SAST (Reg29(2))","Equity shares","Open Market"
"Aakash Exploration ","Krunal Pravin  Haria","Promoter","Sale","2026-08-19","7277950","0
                
                
                    (0%)","-","","-","10 Aug 2026  10 Aug 2026","SAST (Reg29(2))","Equity shares","Others"
"Macpower CNC ","Mr Mehta Reyan Rupeshbhai","Promoter","Acquisition","2026-08-19","475000","475000","-","","-","14 Aug 2026  14 Aug 2026","SAST (Reg29(1))","Equity shares","Inter-se transfer"
"Corona Remedies","Apurvsinh Kirtisinh Parmar","Designated Person","Acquisition","2026-08-19","50","100","0.00","2104.8","105,242","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Apurvsinh Kirtisinh Parmar","Designated Person","Acquisition","2026-08-19","50","50","0.00","2135.0","106,751","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Kirtisinh Manoharsinh Parmar","Immediate Relative","Acquisition","2026-08-19","50","296","0.00","2092.4","104,620","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Ranjanben Kirtisinh Parmar","Immediate Relative","Acquisition","2026-08-19","75","165","0.00","2089.7","156,730","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Apurvsinh Kirtisinh Parmar","Designated Person","Acquisition","2026-08-19","50","150","0.00","2064.5","103,227","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Ranjanben Kirtisinh Parmar","Immediate Relative","Acquisition","2026-08-19","90","90","0.00","2119.9","190,793","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Kirtisinh Manoharsinh Parmar","Immediate Relative","Acquisition","2026-08-19","50","106","0.00","2142.6","107,128","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Corona Remedies","Kirtisinh Manoharsinh Parmar","Immediate Relative","Acquisition","2026-08-19","50","156","0.00","2122.5","106,126","05 Aug 2026  06 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bhartiya Intl","SAMIR BHOJWANI","Directors Immediate Relative","Acquisition","2026-08-19","1000","1000","0.01","846.8","846,805","17 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bhartiya Intl","RAJ KUMAR CHAWLA","KMP","Acquisition","2026-08-19","500","1177","0.00","833.5","416,747","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Kapil Raj Finance","PUNITH D PUTHRAN","Director","Disposal","2026-08-19","8000000","0
                
                
                    (0%)","7.31","1.6","12,440,000","12 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"360 One Wam","Gaurav Doshi","Designated Person","Disposal","2026-08-19","2000","0
                
                
                    (0%)","0.00","1168.5","2,336,900","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"P G Foils","PIPALIA CABLES AND WIRES PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-19","100000","1891999","0.85","196.3","19,628,000","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"NCL Industries","KALIDINDI RAVI","Promoter and Director","Acquisition","2026-08-19","2950","3262923","0.01","172.0","507,489","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"NCL Industries","NCL HOLDINGS (A&S) LTD","Promoter Group","Acquisition","2026-08-19","64311","374311","0.14","171.9","11,056,896","17 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"P G Foils","FOILS INDIA LAMINATES PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-19","150000","1751639","1.27","195.7","29,347,500","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Abhinav Capital","Vinod Hardattrai Biyani","Promoter","Acquisition","2026-08-19","306521","356518","4.43","0","0","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Gift"
"Abhinav Capital","Kailash Hardattrai Biyani","Promoter","Disposal","2026-08-19","955631","444869","13.80","0","0","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Gift"
"V-Guard Industries","PRIYA SARAH CHEERAN JOSEPH","Other","Disposal","2026-08-19","418053","9475208","0.10","330.5","138,162,336","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"V-Guard Industries","DEEPAK AUGUSTINE","Employee","Disposal","2026-08-19","3000","184797","0.00","343.8","1,031,400","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"V-Guard Industries","DEEPAK AUGUSTINE","Employee","Disposal","2026-08-19","1000","187797","0.00","336.9","336,900","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Abhinav Capital","Bharat Hardattrai Biyani","Promoter Immediate Relative","Acquisition","2026-08-19","649110","649110","9.37","0","0","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Gift"
"Signet Industries","Mukesh Sangla","Promoter and Director","Acquisition","2026-08-19","20806","1204595","0.07","67.7","1,407,942","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Kilburn Engineering","Firstview Trading Private Limited","Promoter","Acquisition","2026-08-19","30000","16443600","0.06","358.2","10,745,388","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Kilburn Engineering","Vivaya Enterprises Private Limited","Promoter Group","Acquisition","2026-08-19","20000","1498235","0.04","363.7","7,273,558","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Dolfin Rubbers","RATINDER KAUR","Promoter","Acquisition","2026-08-19","6000","1150295","0.06","165.4","992,352","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Purchase"
"Dolfin Rubbers","Kawaljit Singh","Promoter and Director","Acquisition","2026-08-19","13010","1638093","0.13","164.4","2,138,278","17 Aug 2026  19 Aug 2026","Insider Trading","Equity","Market Purchase"
"Mach Travel Solutions","Diva Bhatia","Directors Immediate Relative","Acquisition","2026-08-19","7800","17400","0.04","177.4","1,384,074","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Avonmore Capital","INNOVATIVE MONEY MATTERS PRIVATE LIMITED","Promoter","Acquisition","2026-08-19","100000","94214900","0.04","13.3","1,333,405","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Obcl","OBCL INFRASTRUCTURE PRIVATE LIMITED","Promoter Group","Acquisition","2026-08-19","19181","2253942","0.09","54.0","1,035,518","14 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Vibhor Steel Tubes","VIJAY KUMAR KAUSHIK","Promoter and Director","Acquisition","2026-08-19","2000","4177400","0.01","106.8","213,642","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"South Paper Mills","SHISHIR PRAFUL PATEL","Promoter","Disposal","2026-08-19","72502","315294","0.39","105.5","7,645,336","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"South Paper Mills","MANISH MAHENDRA PATEL","Promoter and Director","Acquisition","2026-08-19","240170","742822","1.28","105.5","25,325,937","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"South Paper Mills","SHEILJA DIPAM PATEL","Promoter","Disposal","2026-08-19","72502","315294","0.39","105.5","7,645,336","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"South Paper Mills","APARNA RAMESH PATEL","Promoter","Disposal","2026-08-19","72503","315421","0.39","105.4","7,645,441","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"South Paper Mills","PRIT RAMESHCHANDRA PATEL","Promoter","Disposal","2026-08-19","22663","365257","0.12","105.4","2,389,813","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Inter-se-Transfer"
"Jay Shree Tea ","MRS.JAYASHREE MOHTA","Promoter and Director","Acquisition","2026-08-18","11223","2369255","0.04","87.5","982,000","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Purchase"
"Jay Shree Tea ","MRS.JAYASHREE MOHTA","Promoter and Director","Acquisition","2026-08-18","1252262","2358032","4.34","88.5","110,814,212","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Purchase"
"Beryl Drugs","SUDHIR SETHI","Promoter and Director","Acquisition","2026-08-18","3000","514119","0.06","23","69,000","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Purchase"
"Mindspace REIT","Ramesh Kumar Nair","Director","Acquisition","2026-08-18","10200","80360","0.00","496.0","5,058,996","14 Aug 2026  14 Aug 2026","Insider Trading","Any other instrument","Market Purchase"
"Alphageo","SASHANK ALLA","Promoter Group","Disposal","2026-08-18","1500","222500","0.02","338.7","508,011","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Landmark Cars","Harshal Manojkumar Desai","Designated Person","Disposal","2026-08-18","11271","50975","0.03","509.7","5,744,713","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Manoj Kumar Garg","Designated Person","Disposal","2026-08-18","3000","53400","0.00","1969.3","5,907,990","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Baazar Style Retail","Sidharth Surana","Promoter Group","Disposal","2026-08-18","900000","514378","1.18","0.0","362","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Amit Aggarwal","Designated Person","Acquisition","2026-08-18","2050","2050","0.00","1335.0","2,736,689","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","ESOP"
"T T","T. T. BRANDS LIMITED","Promoter Group","Acquisition","2026-08-18","127200","89165907","0.05","6.3","804,339","17 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Dr. Lal Pathlabs","Dr. Lal PathLabs Employee Welfare Trust","Other","Disposal","2026-08-18","15922","741286","0.01","1020.4","16,246,635","14 Aug 2026  18 Aug 2026","Insider Trading","Equity","ESOP"
"Oasis Securities","Vansh Sodhani","Promoter Group","Acquisition","2026-08-18","96817","371817","0.21","11.7","1,133,727","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Purchase"
"Dr. Lal Pathlabs","Manoj Kumar Garg","Designated Person","Acquisition","2026-08-18","3000","56400","0.00","965.0","2,895,090","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","ESOP"
"Baazar Style Retail","Rajendra Kumar Gupta HUF","Promoter","Disposal","2026-08-18","100000","2898800","0.13","0.0","384","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Baazar Style Retail","Shreyans Surana","Promoter and Director","Disposal","2026-08-18","2100000","1788248","2.76","0.0","362","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Baazar Style Retail","Bhagwan Prasad","Promoter and Director","Disposal","2026-08-18","1500000","2905142","1.97","0.0","362","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Alphageo","ANISHA ALLA","Promoter Group","Disposal","2026-08-18","2100","190500","0.03","316.1","663,858","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Dr. Lal Pathlabs","Jai Prakash Meena","Designated Person","Acquisition","2026-08-18","7000","9000","0.00","1087.5","7,612,291","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","ESOP"
"W S Industries","S. Anandavadivel","Promoter and Director","Acquisition","2026-08-18","5000","4629297","0.01","60.5","302,442","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Purchase"
"Bluestone Jewellery","Raghvendra Somani","Designated Person","Disposal","2026-08-18","250","46","0.00","880.1","220,037","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"Aarti Pharmalabs","Nikhil Parimal Desai","Promoter Group","Disposal","2026-08-18","10000","671754","0.01","868.3","8,683,188","13 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"Menon Bearings","Sucheta Nitin Menon","Promoter Group","Disposal","2026-08-18","300000","2501964","0.54","240.0","72,013,600","14 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Vipin Sharma","Designated Person","Disposal","2026-08-18","48706","0
                
                
                    (0%)","0.03","877.8","42,754,614","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Vipin Sharma","Designated Person","Disposal","2026-08-18","254041","48706","0.17","888.2","225,651,791","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Happy Forgings","BAJIRAO PANDURANG PATIL (Revised)","Designated Person","Disposal","2026-08-18","864","16","0.00","1900","1,641,600","10 Aug 2026  10 Aug 2026","Insider Trading","Equity","Market Sale"
"Aarti Pharmalabs","Nikhil Parimal Desai","Promoter Group","Disposal","2026-08-18","5000","666754","0.01","881.8","4,408,950","17 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Sale"
"Aarti Pharmalabs","Safechem Enterprises Private Limited","Promoter Group","Disposal","2026-08-18","55000","470750","0.06","859.9","47,292,306","17 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Vipin Sharma","Designated Person","Disposal","2026-08-18","30054","302747","0.02","890.5","26,762,369","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Raghvendra Somani","Designated Person","Disposal","2026-08-18","600","296","0.00","850.2","510,115","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Vishnu Prakash R Punglia","Vijay Punglia (Revised)","Promoter Group","Invoke","2026-08-18","700000","3815000","0.56","35.1","24,549,000","13 Aug 2026  13 Aug 2026","Insider Trading","Equity","Invocation of pledge"
"Jaro Institute of Technology","Balkrishna Namdeo Salunkhe","Promoter","Acquisition","2026-08-18","22100","934296","0.10","452.0","9,988,144","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Purchase"
"Menon Bearings","Aditya Nitin Menon","Promoter Group","Disposal","2026-08-18","350000","2894978","0.62","240","84,000,000","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"Aarti Pharmalabs","Safechem Enterprises Private Limited","Promoter Group","Disposal","2026-08-18","23482","525750","0.03","881.8","20,706,197","13 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"Bluestone Jewellery","Harshit Kulin Desai","Designated Person","Disposal","2026-08-18","1700","0
                
                
                    (0%)","0.00","847.0","1,439,950","17 Aug 2026  17 Aug 2026","Insider Trading","Equity","Market Sale"
"Three M Paper Boards","HITENDRA DHANJI SHAH","Promoter and Director","Acquisition","2026-08-18","4000","9156760","0.02","23.7","94,820","18 Aug 2026  18 Aug 2026","Insider Trading","Equity","Market Purchase"
"Menon Bearings","Anshul Nitin Menon","Promoter Group","Disposal","2026-08-18","350000","2894978","0.62","240","84,000,000","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Sale"
"W S Industries","S. Anandavadivel","Promoter and Director","Acquisition","2026-08-18","10000","4639297","0.01","60.1","600,576","14 Aug 2026  14 Aug 2026","Insider Trading","Equity","Market Purchase"
"Rossell Techsys","Rishab Mohan Gupta","Promoter","Disposal","2026-08-18","339268","6323330","0.90","","-","31 Jul 2026  31 Jul 2026","SAST (29(2))","-","Market"
"Samtel","K2 Family Private Trust","Other","Disposal","2026-08-18","144808","528633","2.04","","-","11 Apr 2018  30 Jul 2026","SAST (29(2))","-","Market"
"Rossell Techsys","Harsh Mohan Gupta & Sons HUF","Promoter","Disposal","2026-08-18","1507849","1367331","4","","-","31 Jul 2026  31 Jul 2026","SAST (29(2))","-","Market"
"Aqylon Nexus","Leading Leasing Finance & Investment Company Ltd","Other","Disposal","2026-08-18","14727668","18364883","5.80","","-","30 Jul 2026  30 Jul 2026","SAST (29(2))","-","Market"
"TIL","Manju Mazumder","Other","Disposal","2026-08-18","3010523","2636275","3.65","","-","29 Jul 2026  29 Jul 2026","SAST (29(2))","-","Market"
"Adishakti Loha & Ispat","Pawan Kumar Mittal & Rukmani Devi Mittal","Promoter","Disposal","2026-08-18","220000","2058000","1.75","","-","23 Jun 2026  28 Jul 2026","SAST (29(2))","-","Market"
"Pankaj Piyush Trade","Kreon Financial Services Ltd","Other","Acquisition","2026-08-18","10513","130845","0.89","","-","30 Jul 2026  30 Jul 2026","SAST (29(2))","-","Market"
"Mamata Machinery","Solidarity Advisors Pvt Ltd","Other","Acquisition","2026-08-18","496667","1728775","2.02","","-","19 Feb 2006  30 Jul 2026","SAST (29(2))","-","Market"
"Rossell Techsys","Harsh Mohan Gupta & Son HUF","Promoter","Disposal","2026-08-18","1507849","1367331","4","","-","31 Jul 2026  31 Jul 2026","SAST (29(2))","-","Market"
